po_number,material_id,vendor,po_creation_date,expected_delivery_date,goods_receipt_date,ordered_qty,received_qty,po_status
GR-PO-001051,194,Escarpment Mining Equipment Traders (Pty) Ltd,2025-08-14,2025-12-25,2025-11-30,10,10,DELIVERED
GR-PO-001052,194,Postmasburg Valve & Fittings (Pty) Ltd,2025-06-07,2025-10-18,2025-10-20,4,4,DELIVERED
GR-PO-001053,194,Escarpment Electromechanical Ltd (Pty) Ltd,2025-10-04,2026-02-14,2026-01-20,8,8,DELIVERED
GR-PO-001054,195,Postmasburg Valve & Fittings (Pty) Ltd,2025-05-15,2025-09-21,2025-10-05,10,10,DELIVERED
GR-PO-001055,195,Vaal Mining Equipment Traders (Pty) Ltd,2024-09-30,2025-02-06,2025-01-15,15,15,DELIVERED
GR-PO-001056,195,Lowveld Valve & Fittings (Pty) Ltd,2025-11-20,2026-03-29,2026-04-05,6,6,DELIVERED
GR-PO-001057,195,Lowveld Electromechanical Ltd (Pty) Ltd,2025-08-03,2025-12-10,2025-12-17,14,14,DELIVERED
GR-PO-001058,195,Kalahari Bearing & Drive Co (Pty) Ltd,2025-04-28,2025-09-04,2025-10-04,17,17,DELIVERED
GR-PO-001059,195,Kimberley Pump Solutions (Pty) Ltd,2025-10-12,2026-02-18,2026-02-11,2,2,DELIVERED
GR-PO-001060,196,Northern Cape Industrial Distributors (Pty) Ltd,2024-10-04,2024-12-18,2024-12-13,2,2,DELIVERED
GR-PO-001061,196,Vaal Mining Equipment Traders (Pty) Ltd,2025-02-13,2025-04-29,2025-05-14,10,10,DELIVERED
GR-PO-001062,196,Kimberley Pump Solutions (Pty) Ltd,2025-01-30,2025-04-15,2025-04-18,16,16,DELIVERED
GR-PO-001063,196,Escarpment Electromechanical Ltd (Pty) Ltd,2025-06-14,2025-08-28,2025-08-29,1,1,DELIVERED
GR-PO-001064,196,Bushveld Engineering Supplies (Pty) Ltd,2025-11-08,2026-01-22,2026-01-08,15,15,DELIVERED
GR-PO-001065,196,Highveld Mining Equipment Traders (Pty) Ltd,2026-01-15,2026-03-31,2026-04-11,13,13,DELIVERED
GR-PO-001066,196,Highveld Mining Equipment Traders (Pty) Ltd,2025-09-21,2025-12-05,2025-12-09,16,16,DELIVERED
GR-PO-001067,197,Lowveld Valve & Fittings (Pty) Ltd,2026-04-26,2026-06-27,2026-06-18,17,17,DELIVERED
GR-PO-001068,197,Aggeneys Pump Solutions (Pty) Ltd,2026-01-06,2026-03-09,2026-03-18,13,13,DELIVERED
GR-PO-001069,197,Upington Valve & Fittings (Pty) Ltd,2024-12-13,2025-02-13,2025-01-23,16,16,DELIVERED
GR-PO-001070,197,Upington Valve & Fittings (Pty) Ltd,2024-12-01,2025-02-01,2025-01-29,10,10,DELIVERED
GR-PO-001071,198,Bushveld Spares & Components (Pty) Ltd,2026-07-22,2026-11-03,2026-11-12,4,4,DELIVERED
GR-PO-001072,198,Postmasburg Valve & Fittings (Pty) Ltd,2026-03-24,2026-07-06,2026-08-06,11,11,DELIVERED
GR-PO-001073,198,Bushveld Spares & Components (Pty) Ltd,2026-01-17,2026-05-01,2026-05-22,6,6,DELIVERED
GR-PO-001074,198,Waterberg Bearing & Drive Co (Pty) Ltd,2025-03-26,2025-07-08,2025-07-09,8,8,DELIVERED
GR-PO-001075,198,Postmasburg Valve & Fittings (Pty) Ltd,2025-12-12,2026-03-26,2026-03-26,3,3,DELIVERED
GR-PO-001076,198,Orange River Industrial Supplies (Pty) Ltd,2025-01-02,2025-04-16,2025-05-10,18,18,DELIVERED
GR-PO-001077,199,Lowveld Electromechanical Ltd (Pty) Ltd,2025-10-07,2025-12-04,2025-12-14,15,15,DELIVERED
GR-PO-001078,199,Lowveld Electromechanical Ltd (Pty) Ltd,2026-07-08,2026-09-04,2026-09-07,6,6,DELIVERED
GR-PO-001079,199,Springbok Industrial Supplies (Pty) Ltd,2025-06-17,2025-08-14,2025-08-19,3,3,DELIVERED
GR-PO-001080,199,Kalahari Bearing & Drive Co (Pty) Ltd,2026-03-17,2026-05-14,2026-05-12,19,19,DELIVERED
GR-PO-001081,200,Orange River Industrial Supplies (Pty) Ltd,2026-04-04,2026-05-31,2026-05-25,1,1,DELIVERED
GR-PO-001082,200,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-02-15,2025-04-13,2025-04-17,18,18,DELIVERED
GR-PO-001083,200,Bushveld Pump Solutions (Pty) Ltd,2025-07-15,2025-09-10,2025-09-15,11,11,DELIVERED
GR-PO-001084,200,Springbok Bearing & Drive Co (Pty) Ltd,2025-03-19,2025-05-15,2025-05-06,14,14,DELIVERED
GR-PO-001085,201,Orange River Engineering Supplies (Pty) Ltd,2026-01-09,2026-03-28,2026-04-20,3,3,DELIVERED
GR-PO-001086,201,Copperton Engineering Supplies (Pty) Ltd,2024-12-23,2025-03-11,2025-03-08,20,20,DELIVERED
GR-PO-001087,201,Springbok Valve & Fittings (Pty) Ltd,2025-05-08,2025-07-25,2025-07-17,2,2,DELIVERED
GR-PO-001088,201,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-05-25,2025-08-11,2025-08-17,2,2,DELIVERED
GR-PO-001089,201,Orange River Industrial Supplies (Pty) Ltd,2025-12-06,2026-02-22,2026-02-20,13,13,DELIVERED
GR-PO-001090,201,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-06-11,2025-08-28,2025-08-22,18,18,DELIVERED
GR-PO-001091,202,Escarpment Electromechanical Ltd (Pty) Ltd,2026-02-22,2026-04-23,2026-04-14,11,11,DELIVERED
GR-PO-001092,202,Springbok Bearing & Drive Co (Pty) Ltd,2025-06-30,2025-08-29,2025-09-12,12,12,DELIVERED
GR-PO-001093,202,Kuruman Industrial Supplies (Pty) Ltd,2025-07-30,2025-09-28,2025-09-29,17,17,DELIVERED
GR-PO-001094,202,Lowveld Electromechanical Ltd (Pty) Ltd,2024-09-30,2024-11-29,2024-11-21,1,1,DELIVERED
GR-PO-001095,202,Copperton Engineering Supplies (Pty) Ltd,2025-02-26,2025-04-27,2025-04-26,10,10,DELIVERED
GR-PO-001096,202,Orange River Industrial Distributors (Pty) Ltd,2024-10-09,2024-12-08,2024-12-15,10,10,DELIVERED
GR-PO-001097,203,Orange River Industrial Distributors (Pty) Ltd,2024-10-15,2025-02-23,2025-03-01,2,2,DELIVERED
GR-PO-001098,203,Waterberg Bearing & Drive Co (Pty) Ltd,2025-07-13,2025-11-21,2025-11-20,11,11,DELIVERED
GR-PO-001099,203,Copperton Engineering Supplies (Pty) Ltd,2024-10-28,2025-03-08,2025-02-20,5,5,DELIVERED
GR-PO-001100,203,Kuruman Pump Solutions (Pty) Ltd,2024-12-16,2025-04-26,2025-04-12,14,14,DELIVERED
GR-PO-001101,203,Kuruman Industrial Supplies (Pty) Ltd,2024-10-15,2025-02-23,2025-02-28,17,17,DELIVERED
GR-PO-001102,203,Bushveld Pump Solutions (Pty) Ltd,2024-12-09,2025-04-19,2025-04-09,6,6,DELIVERED
GR-PO-001103,203,Kimberley Pump Solutions (Pty) Ltd,2026-02-12,2026-06-23,2026-06-21,1,1,DELIVERED
GR-PO-001104,203,Bushveld Pump Solutions (Pty) Ltd,2024-10-28,2025-03-08,2025-04-03,1,1,DELIVERED
GR-PO-001105,204,Waterberg Bearing & Drive Co (Pty) Ltd,2024-09-10,2024-12-27,2024-12-20,17,17,DELIVERED
GR-PO-001106,204,Lowveld Electromechanical Ltd (Pty) Ltd,2026-03-24,2026-07-10,2026-07-01,13,13,DELIVERED
GR-PO-001107,204,Escarpment Seals & Sealing Systems (Pty) Ltd,2026-04-01,2026-07-18,2026-07-14,7,7,DELIVERED
GR-PO-001108,204,Springbok Industrial Supplies (Pty) Ltd,2026-02-25,2026-06-13,2026-06-29,1,1,DELIVERED
GR-PO-001109,204,Escarpment Valve & Fittings (Pty) Ltd,2025-06-18,2025-10-04,2025-10-04,18,18,DELIVERED
GR-PO-001110,204,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-09-23,2026-01-09,2026-02-01,18,18,DELIVERED
GR-PO-001111,204,Lowveld Valve & Fittings (Pty) Ltd,2026-06-03,2026-09-19,2026-09-06,15,15,DELIVERED
GR-PO-001112,204,Upington Mining Equipment Traders (Pty) Ltd,2026-05-11,2026-08-27,2026-08-03,6,6,DELIVERED
GR-PO-001113,205,Aggeneys Pump Solutions (Pty) Ltd,2025-06-04,2025-09-10,2025-09-14,17,17,DELIVERED
GR-PO-001114,205,Escarpment Mining Equipment Traders (Pty) Ltd,2025-01-28,2025-05-06,2025-05-11,3,3,DELIVERED
GR-PO-001115,205,Kuruman Industrial Supplies (Pty) Ltd,2025-04-25,2025-08-01,2025-07-30,6,6,DELIVERED
GR-PO-001116,205,Upington Valve & Fittings (Pty) Ltd,2026-04-28,2026-08-04,2026-08-03,2,2,DELIVERED
GR-PO-001117,205,Orange River Engineering Supplies (Pty) Ltd,2025-08-23,2025-11-29,2025-11-14,8,8,DELIVERED
GR-PO-001118,205,Highveld Industrial Supplies (Pty) Ltd,2026-05-15,2026-08-21,2026-09-03,14,14,DELIVERED
GR-PO-001119,205,Vaal Mining Equipment Traders (Pty) Ltd,2024-09-09,2024-12-16,2024-11-29,14,14,DELIVERED
