Matnr,Werks,Lgort,Labst,Insme,Speme,Lgpbe
000000000010001116,4000,SP04,133.000,0.000,0.000,E-04-6
000000000030000282,1000,SP01,0.000,0.000,0.000,A-01-5
000000000030000282,3000,SP03,1.000,0.000,0.000,B-19-2
000000000090000060,1000,SP01,7.000,0.000,0.000,A-06-1
000000000090000060,3000,SP03,33.000,0.000,0.000,E-15-2
000000000010001117,2000,SP02,0.000,0.000,0.000,D-06-6
000000000010001117,4000,SP04,1.000,0.000,0.000,A-21-2
000000000010001118,1000,SP01,2.000,0.000,0.000,A-09-3
000000000030000283,3000,SP03,0.000,0.000,0.000,D-17-6
000000000010001119,1000,SP01,1.000,0.000,0.000,B-05-3
000000000010001119,2000,SP02,2.000,0.000,0.000,A-24-2
000000000080000272,4000,SP04,0.000,0.000,0.000,B-11-2
000000000010001120,3000,SP03,11.000,0.000,0.000,E-13-2
000000000010001121,3000,SP03,42.000,0.000,0.000,D-23-2
000000000010001121,2000,SP02,158.000,0.000,0.000,D-19-4
000000000080000273,1000,SP01,9.000,0.000,0.000,E-04-2
000000000010001122,2000,SP02,9.000,0.000,0.000,E-17-5
000000000010001123,1000,SP01,2.000,0.000,0.000,C-11-3
000000000030000284,3000,SP03,1.000,0.000,0.000,E-10-4
000000000010001124,1000,SP01,170.000,0.000,0.000,B-10-1
000000000010001125,3000,SP03,9.000,0.000,0.000,E-10-6
000000000010001125,2000,SP02,9.000,0.000,0.000,E-02-1
000000000010001126,3000,SP03,138.000,0.000,0.000,A-18-6
000000000080000274,4000,SP04,8.000,0.000,0.000,D-08-5
000000000090000061,4000,SP04,25.000,0.000,0.000,E-24-4
000000000010001127,2000,SP02,0.000,0.000,0.000,E-15-1
000000000010001128,2000,SP02,11.000,0.000,0.000,A-02-6
000000000010001128,1000,SP01,2.000,0.000,0.000,E-24-5
000000000010001129,1000,SP01,26.000,0.000,0.000,D-12-3
000000000010001130,2000,SP02,27.000,0.000,0.000,E-22-2
000000000010001130,1000,SP01,214.000,0.000,0.000,C-20-3
000000000030000285,1000,SP01,0.000,0.000,0.000,D-07-6
000000000080000275,1000,SP01,13.000,0.000,0.000,D-13-5
000000000010001131,1000,SP01,0.000,0.000,0.000,E-20-3
000000000010001132,4000,SP04,4.000,0.000,0.000,E-24-3
000000000010001132,2000,SP02,4.000,0.000,0.000,D-22-6
000000000030000286,2000,SP02,0.000,0.000,0.000,B-20-6
000000000010001133,3000,SP03,42.000,0.000,0.000,D-18-6
000000000010001134,3000,SP03,6.000,0.000,0.000,A-15-6
000000000010001135,1000,SP01,8.000,0.000,0.000,E-16-1
000000000010001135,3000,SP03,6.000,0.000,0.000,A-06-1
000000000080000276,4000,SP04,21.000,0.000,0.000,A-02-4
000000000080000276,2000,SP02,19.000,0.000,0.000,A-24-4
000000000010001136,2000,SP02,9.000,0.000,0.000,B-05-2
000000000010001136,4000,SP04,3.000,0.000,0.000,C-11-6
000000000010001137,3000,SP03,4.000,0.000,0.000,E-24-6
000000000010001138,2000,SP02,11.000,0.000,0.000,B-19-3
000000000010001139,2000,SP02,28.000,0.000,0.000,C-22-5
000000000010001140,2000,SP02,19.000,0.000,0.000,A-10-4
000000000010001140,1000,SP01,40.000,0.000,0.000,E-08-5
000000000010001141,3000,SP03,0.000,0.000,0.000,C-03-1
000000000010001141,1000,SP01,4.000,0.000,0.000,E-12-5
000000000010001142,1000,SP01,0.000,0.000,0.000,B-18-4
000000000010001143,2000,SP02,0.000,0.000,0.000,C-22-3
000000000080000277,3000,SP03,18.000,0.000,0.000,D-20-2
000000000010001144,4000,SP04,0.000,0.000,0.000,C-02-6
000000000010001145,1000,SP01,137.000,0.000,0.000,D-17-4
000000000030000287,1000,SP01,8.000,0.000,0.000,C-19-1
000000000010001146,2000,SP02,0.000,0.000,0.000,A-02-3
000000000090000062,3000,SP03,33.000,0.000,0.000,D-10-1
000000000010001147,2000,SP02,0.000,0.000,0.000,A-11-3
000000000010001148,4000,SP04,0.000,0.000,0.000,A-18-2
000000000080000278,2000,SP02,10.000,0.000,0.000,D-02-1
000000000080000279,2000,SP02,10.000,0.000,0.000,E-02-2
000000000010001149,3000,SP03,0.000,0.000,0.000,C-10-6
000000000010001150,3000,SP03,0.000,0.000,0.000,A-04-2
000000000010001151,2000,SP02,2.000,0.000,0.000,C-23-3
000000000010001152,4000,SP04,53.000,0.000,0.000,A-15-2
000000000010001153,2000,SP02,7.000,0.000,0.000,A-21-2
000000000010001154,3000,SP03,7.000,0.000,0.000,C-21-5
000000000010001155,3000,SP03,54.000,0.000,0.000,A-06-5
000000000010001156,4000,SP04,0.000,0.000,0.000,B-15-6
000000000010001156,1000,SP01,4.000,0.000,0.000,D-06-5
000000000010001157,4000,SP04,74.000,0.000,0.000,D-16-1
000000000080000280,2000,SP02,5.000,0.000,0.000,A-16-1
000000000010001158,2000,SP02,0.000,0.000,0.000,D-18-2
000000000010001159,2000,SP02,0.000,0.000,0.000,A-11-3
000000000010001160,3000,SP03,54.000,0.000,0.000,D-03-1
000000000080000281,2000,SP02,10.000,0.000,0.000,E-20-1
000000000080000282,3000,SP03,3.000,0.000,0.000,D-10-5
000000000090000063,2000,SP02,19.000,0.000,0.000,B-17-2
000000000010001161,4000,SP04,0.000,0.000,0.000,D-05-3
000000000010001161,3000,SP03,19.000,0.000,0.000,C-03-2
000000000010001162,2000,SP02,0.000,0.000,0.000,D-11-5
000000000010001163,4000,SP04,1.000,0.000,0.000,B-15-1
000000000010001164,2000,SP02,0.000,0.000,0.000,C-14-6
000000000010001165,2000,SP02,0.000,0.000,0.000,C-03-3
000000000090000064,2000,SP02,14.000,0.000,0.000,B-11-3
000000000090000064,1000,SP01,36.000,0.000,0.000,A-24-2
000000000010001166,4000,SP04,0.000,0.000,0.000,D-12-3
000000000010001167,1000,SP01,0.000,0.000,0.000,B-13-4
000000000010001168,2000,SP02,0.000,0.000,0.000,A-05-2
000000000010001169,2000,SP02,0.000,0.000,0.000,A-08-4
000000000010001170,1000,SP01,0.000,0.000,0.000,A-22-4
000000000010001170,3000,SP03,0.000,0.000,0.000,B-11-1
000000000090000065,4000,SP04,20.000,0.000,0.000,C-07-1
000000000010001171,4000,SP04,21.000,0.000,0.000,A-14-1
000000000010001172,1000,SP01,9.000,0.000,0.000,C-10-6
000000000080000283,4000,SP04,8.000,0.000,0.000,C-13-5
000000000080000283,2000,SP02,6.000,0.000,0.000,C-03-1
000000000030000288,1000,SP01,3.000,0.000,0.000,E-21-2
000000000030000289,1000,SP01,5.000,0.000,0.000,D-09-4
000000000010001173,1000,SP01,127.000,0.000,0.000,A-23-2
000000000010001174,2000,SP02,8.000,0.000,0.000,C-11-3
000000000010001175,3000,SP03,0.000,0.000,0.000,D-11-2
000000000010001176,3000,SP03,0.000,0.000,0.000,B-18-4
000000000010001176,4000,SP04,113.000,0.000,0.000,E-06-4
000000000010001177,4000,SP04,22.000,0.000,0.000,A-09-1
000000000010001178,4000,SP04,8.000,0.000,0.000,C-16-2
000000000010001179,3000,SP03,14.000,0.000,0.000,C-18-1
000000000010001180,1000,SP01,0.000,0.000,0.000,D-04-6
000000000010001181,1000,SP01,3.000,0.000,0.000,A-01-3
000000000010001182,3000,SP03,6.000,0.000,0.000,C-20-2
000000000030000290,2000,SP02,0.000,0.000,0.000,E-01-1
000000000010001183,1000,SP01,0.000,0.000,0.000,B-20-1
000000000010001184,4000,SP04,0.000,0.000,0.000,D-07-5
000000000080000284,1000,SP01,3.000,0.000,0.000,A-24-3
000000000080000285,2000,SP02,1.000,0.000,0.000,D-17-5
000000000010001185,3000,SP03,0.000,0.000,0.000,C-09-6
000000000030000291,4000,SP04,5.000,0.000,0.000,E-24-1
000000000030000291,2000,SP02,7.000,0.000,0.000,C-21-6
000000000010001186,4000,SP04,12.000,0.000,0.000,C-07-3
000000000030000292,3000,SP03,0.000,0.000,0.000,E-16-6
000000000010001187,1000,SP01,0.000,0.000,0.000,D-22-4
000000000010001188,4000,SP04,197.000,0.000,0.000,C-06-3
000000000030000293,4000,SP04,4.000,0.000,0.000,D-08-5
000000000010001189,3000,SP03,54.000,0.000,0.000,B-17-1
000000000080000286,1000,SP01,5.000,1.000,0.000,D-01-6
000000000080000286,3000,SP03,7.000,0.000,0.000,C-18-6
000000000010001190,2000,SP02,0.000,0.000,0.000,C-22-6
000000000010001191,2000,SP02,0.000,0.000,0.000,C-19-3
000000000080000287,2000,SP02,19.000,0.000,0.000,D-02-3
000000000010001192,4000,SP04,7.000,0.000,0.000,A-07-6
000000000010001192,1000,SP01,12.000,0.000,0.000,A-15-1
000000000010001193,3000,SP03,1.000,0.000,0.000,C-15-2
000000000010001194,4000,SP04,0.000,0.000,0.000,D-23-3
000000000010001195,1000,SP01,223.000,0.000,0.000,D-05-6
000000000010001196,3000,SP03,16.000,0.000,0.000,B-17-2
000000000010001196,4000,SP04,38.000,0.000,0.000,C-02-3
000000000090000066,4000,SP04,9.000,0.000,0.000,D-11-5
000000000090000066,2000,SP02,18.000,0.000,0.000,E-03-6
000000000010001197,1000,SP01,37.000,0.000,0.000,B-02-4
000000000010001198,1000,SP01,38.000,0.000,0.000,E-16-5
000000000010001199,2000,SP02,3.000,0.000,0.000,E-12-2
000000000010001200,3000,SP03,84.000,0.000,0.000,E-01-3
000000000010001201,3000,SP03,1.000,0.000,0.000,A-16-4
000000000010001202,2000,SP02,7.000,0.000,0.000,C-05-1
000000000010001203,3000,SP03,6.000,0.000,0.000,A-22-5
000000000010001204,1000,SP01,115.000,0.000,0.000,D-08-1
000000000010001205,4000,SP04,0.000,0.000,0.000,D-17-2
000000000010001206,3000,SP03,0.000,0.000,0.000,C-16-5
000000000030000294,1000,SP01,0.000,0.000,0.000,A-09-5
000000000010001207,1000,SP01,2.000,0.000,0.000,A-19-1
000000000010001207,4000,SP04,2.000,0.000,0.000,C-04-4
000000000030000295,4000,SP04,6.000,0.000,0.000,D-11-3
000000000030000295,1000,SP01,0.000,0.000,0.000,B-08-6
000000000030000296,2000,SP02,0.000,0.000,0.000,B-22-4
000000000090000067,2000,SP02,20.000,0.000,0.000,E-11-5
000000000010001208,3000,SP03,0.000,0.000,0.000,E-16-6
000000000010001209,1000,SP01,0.000,0.000,0.000,D-01-5
000000000010001210,2000,SP02,14.000,0.000,0.000,D-23-4
000000000030000297,1000,SP01,0.000,0.000,0.000,B-06-2
000000000030000297,3000,SP03,2.000,0.000,0.000,E-20-3
000000000030000298,3000,SP03,0.000,0.000,0.000,A-22-4
000000000010001211,4000,SP04,9.000,0.000,0.000,C-14-5
000000000010001212,1000,SP01,153.000,0.000,0.000,C-20-6
000000000010001213,3000,SP03,118.000,0.000,0.000,D-18-4
000000000010001214,3000,SP03,0.000,0.000,0.000,A-23-6
000000000010001214,2000,SP02,0.000,0.000,0.000,C-14-1
000000000010001215,3000,SP03,63.000,0.000,0.000,D-20-2
000000000010001215,2000,SP02,29.000,0.000,0.000,D-10-3
000000000030000299,1000,SP01,1.000,0.000,0.000,D-20-4
000000000080000288,2000,SP02,4.000,0.000,0.000,C-04-6
000000000080000289,1000,SP01,29.000,0.000,0.000,C-21-4
000000000030000300,3000,SP03,3.000,0.000,0.000,D-22-4
000000000010001216,4000,SP04,21.000,0.000,0.000,E-12-6
000000000080000290,1000,SP01,3.000,0.000,0.000,E-11-2
000000000080000290,2000,SP02,12.000,0.000,0.000,E-13-5
000000000010001217,2000,SP02,0.000,0.000,0.000,A-21-3
000000000010001218,3000,SP03,9.000,0.000,0.000,A-11-3
000000000010001218,2000,SP02,5.000,0.000,0.000,C-05-5
000000000010001219,3000,SP03,8.000,0.000,0.000,C-18-3
000000000010001219,1000,SP01,4.000,0.000,0.000,E-03-6
000000000010001220,1000,SP01,2.000,0.000,0.000,E-18-2
000000000010001220,2000,SP02,7.000,0.000,0.000,C-08-3
000000000010001221,1000,SP01,0.000,0.000,0.000,A-22-3
000000000030000301,1000,SP01,3.000,0.000,0.000,B-21-5
000000000010001222,3000,SP03,6.000,0.000,0.000,C-07-6
000000000030000302,3000,SP03,3.000,0.000,0.000,B-12-4
000000000010001223,1000,SP01,0.000,0.000,0.000,A-16-4
000000000010001223,3000,SP03,2.000,0.000,0.000,B-13-4
000000000010001224,2000,SP02,6.000,0.000,0.000,E-18-6
000000000010001225,2000,SP02,181.000,0.000,0.000,A-09-5
000000000080000291,4000,SP04,3.000,0.000,0.000,C-19-1
000000000010001226,4000,SP04,18.000,0.000,0.000,B-23-2
000000000010001226,3000,SP03,68.000,0.000,0.000,A-23-1
000000000080000292,1000,SP01,12.000,0.000,0.000,C-12-1
000000000080000292,3000,SP03,9.000,0.000,0.000,A-23-4
000000000010001227,3000,SP03,135.000,0.000,0.000,E-18-6
000000000010001228,4000,SP04,0.000,0.000,0.000,A-20-4
000000000010001228,2000,SP02,0.000,0.000,0.000,D-06-4
000000000010001229,2000,SP02,8.000,0.000,0.000,A-23-3
000000000090000068,3000,SP03,13.000,0.000,0.000,A-11-1
000000000090000068,1000,SP01,29.000,0.000,0.000,B-24-1
000000000010001230,3000,SP03,4.000,0.000,0.000,D-16-6
000000000010001230,4000,SP04,3.000,0.000,0.000,A-13-6
000000000030000303,3000,SP03,3.000,0.000,0.000,D-11-3
000000000010001231,1000,SP01,1.000,0.000,0.000,A-08-3
000000000010001232,3000,SP03,59.000,0.000,0.000,C-21-5
000000000010001233,3000,SP03,0.000,0.000,0.000,E-11-6
000000000010001234,1000,SP01,9.000,0.000,0.000,D-11-6
000000000010001235,4000,SP04,7.000,0.000,0.000,B-21-5
000000000010001236,1000,SP01,0.000,0.000,0.000,E-06-6
000000000010001237,3000,SP03,4.000,0.000,0.000,B-13-6
000000000010001237,1000,SP01,0.000,0.000,0.000,D-24-3
000000000030000304,4000,SP04,1.000,0.000,0.000,B-07-3
000000000090000069,4000,SP04,33.000,0.000,0.000,D-20-3
000000000080000293,3000,SP03,3.000,0.000,0.000,D-19-4
000000000010001238,2000,SP02,0.000,0.000,0.000,C-02-4
000000000010001239,2000,SP02,6.000,0.000,0.000,B-12-1
000000000010001240,1000,SP01,26.000,0.000,0.000,D-05-1
000000000080000294,1000,SP01,20.000,0.000,0.000,D-01-3
000000000080000294,3000,SP03,6.000,0.000,0.000,B-10-6
000000000080000295,1000,SP01,4.000,0.000,0.000,D-17-4
000000000030000305,2000,SP02,0.000,0.000,0.000,D-11-5
000000000010001241,3000,SP03,112.000,0.000,0.000,B-05-4
000000000010001241,1000,SP01,37.000,0.000,0.000,B-22-3
000000000010001242,2000,SP02,0.000,0.000,0.000,E-03-1
000000000010001242,4000,SP04,0.000,0.000,0.000,B-16-3
000000000030000306,2000,SP02,0.000,0.000,0.000,C-18-4
000000000010001243,3000,SP03,38.000,0.000,0.000,C-19-6
000000000010001243,2000,SP02,8.000,0.000,0.000,B-11-6
000000000030000307,2000,SP02,1.000,0.000,0.000,B-05-6
000000000010001244,2000,SP02,17.000,0.000,0.000,E-04-4
000000000030000308,3000,SP03,1.000,0.000,0.000,E-13-5
000000000030000308,2000,SP02,0.000,0.000,0.000,D-22-6
000000000030000309,2000,SP02,4.000,0.000,0.000,B-10-6
000000000030000309,4000,SP04,4.000,0.000,0.000,A-19-1
000000000010001245,1000,SP01,0.000,0.000,0.000,A-06-6
000000000010001245,3000,SP03,0.000,0.000,0.000,E-04-1
000000000010001246,4000,SP04,14.000,0.000,0.000,D-18-5
000000000010001247,2000,SP02,4.000,0.000,0.000,B-07-2
000000000010001248,1000,SP01,6.000,0.000,0.000,A-21-5
000000000010001249,3000,SP03,29.000,0.000,0.000,C-03-2
000000000090000070,1000,SP01,19.000,0.000,0.000,B-05-5
000000000010001250,1000,SP01,7.000,0.000,0.000,A-14-2
000000000010001250,2000,SP02,7.000,0.000,0.000,D-11-6
000000000010001251,4000,SP04,0.000,0.000,0.000,C-05-6
000000000010001251,1000,SP01,0.000,0.000,0.000,D-17-1
000000000090000071,4000,SP04,20.000,0.000,0.000,C-15-5
000000000090000071,2000,SP02,15.000,0.000,0.000,A-24-2
000000000010001252,1000,SP01,37.000,0.000,0.000,B-01-4
000000000010001252,4000,SP04,47.000,0.000,0.000,E-01-3
000000000010001253,3000,SP03,50.000,0.000,0.000,B-18-4
000000000010001253,2000,SP02,35.000,0.000,0.000,B-24-5
000000000080000296,1000,SP01,6.000,0.000,0.000,A-23-6
000000000010001254,1000,SP01,36.000,0.000,0.000,E-02-1
000000000030000310,4000,SP04,4.000,0.000,0.000,E-23-5
000000000030000311,1000,SP01,1.000,0.000,0.000,C-09-2
000000000030000311,2000,SP02,6.000,0.000,0.000,D-22-6
000000000010001255,2000,SP02,8.000,0.000,0.000,A-20-5
000000000010001256,4000,SP04,4.000,0.000,0.000,D-14-4
000000000010001257,4000,SP04,4.000,0.000,0.000,C-15-4
000000000010001258,2000,SP02,18.000,0.000,0.000,D-23-4
000000000010001259,4000,SP04,2.000,0.000,0.000,B-13-6
000000000030000312,1000,SP01,2.000,0.000,0.000,D-13-1
000000000010001260,3000,SP03,4.000,0.000,0.000,A-19-5
000000000010001260,4000,SP04,15.000,0.000,0.000,D-20-2
000000000090000072,4000,SP04,31.000,0.000,0.000,A-12-6
000000000010001261,2000,SP02,2.000,0.000,0.000,E-23-2
000000000010001262,2000,SP02,20.000,0.000,0.000,D-04-6
000000000010001263,2000,SP02,0.000,0.000,0.000,E-05-2
000000000010001264,3000,SP03,5.000,0.000,0.000,B-06-1
000000000030000313,4000,SP04,1.000,0.000,0.000,B-22-2
000000000030000313,3000,SP03,3.000,0.000,0.000,B-08-3
000000000030000314,4000,SP04,0.000,0.000,0.000,D-13-2
000000000030000315,2000,SP02,0.000,0.000,0.000,B-11-3
000000000030000315,4000,SP04,0.000,0.000,0.000,D-11-4
000000000010001265,3000,SP03,15.000,0.000,0.000,E-18-6
000000000010001266,4000,SP04,0.000,0.000,0.000,B-12-2
000000000030000316,1000,SP01,0.000,0.000,0.000,E-20-1
000000000010001267,1000,SP01,0.000,0.000,0.000,D-20-1
000000000010001267,3000,SP03,0.000,0.000,0.000,C-12-6
000000000010001268,1000,SP01,1.000,0.000,0.000,D-03-4
000000000030000317,3000,SP03,0.000,0.000,0.000,C-04-1
000000000080000297,2000,SP02,12.000,1.000,0.000,C-07-6
000000000080000297,4000,SP04,19.000,0.000,0.000,C-21-5
000000000010001269,2000,SP02,5.000,0.000,0.000,E-21-2
000000000010001270,2000,SP02,2.000,0.000,0.000,A-19-5
000000000010001270,1000,SP01,0.000,0.000,0.000,B-09-4
000000000010001271,1000,SP01,2.000,0.000,0.000,D-09-5
000000000010001272,1000,SP01,1.000,0.000,0.000,A-19-1
000000000010001273,2000,SP02,12.000,0.000,0.000,A-22-3
000000000010001274,3000,SP03,10.000,0.000,0.000,E-09-2
000000000010001275,2000,SP02,0.000,0.000,0.000,D-14-5
000000000010001276,4000,SP04,0.000,0.000,0.000,E-05-4
000000000010001276,2000,SP02,0.000,0.000,0.000,E-10-2
000000000010001277,3000,SP03,0.000,0.000,0.000,C-13-5
000000000010001277,1000,SP01,0.000,0.000,0.000,E-12-5
000000000010001278,1000,SP01,0.000,0.000,0.000,E-08-3
000000000030000318,1000,SP01,3.000,0.000,0.000,B-18-2
000000000010001279,2000,SP02,1.000,0.000,0.000,A-22-4
000000000030000319,4000,SP04,4.000,0.000,0.000,C-16-6
000000000080000298,2000,SP02,5.000,0.000,0.000,B-03-3
000000000080000298,3000,SP03,7.000,0.000,0.000,C-19-5
000000000010001280,1000,SP01,0.000,0.000,0.000,A-10-1
000000000010001281,1000,SP01,1.000,0.000,0.000,E-16-2
000000000010001282,4000,SP04,3.000,0.000,0.000,B-11-4
000000000010001282,3000,SP03,5.000,0.000,0.000,B-07-2
000000000010001283,4000,SP04,0.000,0.000,0.000,A-09-4
000000000030000320,4000,SP04,0.000,0.000,0.000,E-15-4
000000000010001284,1000,SP01,0.000,0.000,0.000,C-10-1
000000000010001285,1000,SP01,6.000,0.000,0.000,B-09-2
000000000010001286,2000,SP02,6.000,0.000,0.000,C-14-3
000000000010001286,1000,SP01,3.000,0.000,0.000,E-21-3
000000000010001287,2000,SP02,2.000,0.000,0.000,B-24-2
000000000010001287,4000,SP04,2.000,0.000,0.000,A-15-1
000000000010001288,1000,SP01,3.000,0.000,0.000,C-14-4
000000000030000321,4000,SP04,6.000,0.000,0.000,E-16-6
000000000010001289,3000,SP03,3.000,0.000,0.000,C-22-5
000000000030000322,2000,SP02,1.000,0.000,0.000,A-19-2
000000000010001290,4000,SP04,0.000,0.000,0.000,B-09-5
000000000090000073,3000,SP03,17.000,0.000,0.000,D-04-2
000000000090000073,1000,SP01,40.000,0.000,0.000,D-16-1
000000000010001291,4000,SP04,9.000,0.000,0.000,B-11-3
000000000010001292,3000,SP03,26.000,0.000,0.000,B-23-2
000000000010001292,2000,SP02,135.000,0.000,0.000,E-05-6
000000000010001293,3000,SP03,38.000,0.000,0.000,D-08-6
000000000010001293,1000,SP01,3.000,0.000,0.000,A-18-1
000000000080000299,3000,SP03,6.000,0.000,0.000,A-19-6
000000000080000299,1000,SP01,10.000,0.000,0.000,E-05-1
000000000010001294,4000,SP04,0.000,0.000,0.000,C-17-6
000000000010001295,1000,SP01,0.000,0.000,0.000,B-22-2
000000000010001295,3000,SP03,0.000,0.000,0.000,E-20-2
000000000010001296,1000,SP01,0.000,0.000,0.000,B-02-3
000000000010001297,4000,SP04,2.000,0.000,0.000,E-17-3
000000000010001298,1000,SP01,0.000,0.000,0.000,D-24-5
000000000030000323,4000,SP04,0.000,0.000,0.000,D-17-4
000000000030000324,2000,SP02,6.000,0.000,0.000,C-05-4
000000000080000300,2000,SP02,0.000,0.000,0.000,A-10-6
000000000010001299,2000,SP02,0.000,0.000,0.000,E-08-5
